timestamp,machine_id,line,age_months,last_maintenance_days,temp_c,vibration_mm_s,current_a,load_pct,lubricant_level_pct,alarm_count,downtime_next_24h,maintenance_ticket_closed,failure_mode
2026-01-11 20:00:00,MX-09,L1,67,82,81.85,4.07,32.22,71.2,32.2,2,0,0,none
2026-01-11 21:00:00,MX-10,L2,71,95,74.8,4.29,32.85,66.8,3.9,5,0,0,none
2026-01-11 22:00:00,MX-11,L3,79,29,79.52,3.79,31.6,41.5,48.2,1,0,0,none
2026-01-11 23:00:00,MX-12,L4,85,38,77.56,3.41,26.12,54.3,48.7,0,0,0,none
2026-01-12 00:00:00,MX-01,L1,12,30,75.96,2.8,33.89,73.3,54.4,0,0,0,none
2026-01-12 01:00:00,MX-02,L2,18,71,64.21,3.1,31.59,73.7,50.6,0,0,0,none
2026-01-12 02:00:00,MX-03,L3,22,15,81.56,999,33.02,73.0,85.1,0,0,0,none
2026-01-12 03:00:00,MX-04,L4,32,88,77.41,2.94,35.54,65.0,20.0,0,0,0,none
2026-01-12 04:00:00,MX-05,L1,37,1,70.5,2.15,29.24,63.9,89.8,0,0,0,none
2026-01-12 05:00:00,MX-06,L2,43,80,81.35,3.72,32.65,72.7,32.1,2,0,0,none
2026-01-12 06:00:00,MX-07,L3,51,67,79.24,4.47,31.12,69.7,28.8,2,0,0,none
2026-01-12 07:00:00,MX-08,L4,59,79,73.14,3.2,28.79,68.5,55.3,0,0,0,none
2026-01-12 08:00:00,MX-09,L1,68,14,74.76,1.43,29.22,86.8,76.0,0,0,0,none
2026-01-12 09:00:00,MX-10,L2,73,93,79.0,4.25,29.6,80.2,31.7,2,1,1,lubrication
2026-01-12 10:00:00,MX-11,L3,81,19,76.67,2.18,34.73,84.6,62.1,0,0,0,none
2026-01-12 11:00:00,MX-12,L4,85,27,80.2,4.36,35.08,84.3,41.3,4,0,0,none
2026-01-12 12:00:00,MX-01,L1,11,27,78.09,3.49,30.07,43.9,74.3,2,0,0,none
2026-01-12 13:00:00,MX-02,L2,17,61,78.37,3.35,33.75,63.5,40.1,2,0,0,none
2026-01-12 14:00:00,MX-03,L3,24,50,70.26,2.84,32.48,70.6,57.7,1,0,0,none
2026-01-12 15:00:00,MX-04,L4,31,38,82.78,3.62,26.24,67.5,46.6,2,0,0,none
2026-01-12 16:00:00,MX-05,L1,36,26,80.99,2.24,30.41,89.9,35.6,1,0,0,none
2026-01-12 17:00:00,MX-06,L2,46,82,83.07,3.91,31.94,71.2,25.8,0,0,0,none
2026-01-12 18:00:00,MX-07,L3,52,40,76.16,2.89,31.15,56.2,49.9,0,0,0,none
2026-01-12 19:00:00,MX-08,L4,60,62,71.68,2.47,27.17,66.9,17.5,1,0,0,none
2026-01-12 20:00:00,MX-09,L1,67,82,73.14,4.45,35.29,90.4,46.7,3,0,0,none
2026-01-12 21:00:00,MX-10,L2,73,95,74.67,2.93,35.25,71.4,33.7,0,0,0,none
2026-01-12 22:00:00,MX-11,L3,80,91,69.82,2.94,32.73,85.9,45.7,1,0,0,none
2026-01-12 23:00:00,MX-12,L4,85,17,75.03,1.38,33.93,89.9,87.3,0,0,0,none
2026-01-13 00:00:00,MX-01,L1,12,28,76.61,2.96,27.75,57.7,68.4,1,0,0,none
2026-01-13 01:00:00,MX-02,L2,15,84,75.4,3.74,31.11,87.0,43.5,0,0,0,none
2026-01-13 02:00:00,MX-03,L3,22,43,65.06,2.79,34.99,80.9,47.5,1,0,0,none
2026-01-13 03:00:00,MX-04,L4,32,69,73.3,3.53,33.28,75.0,,1,0,0,none
2026-01-13 04:00:00,MX-05,L1,40,33,77.89,3.02,32.04,85.0,44.8,0,0,0,none
2026-01-13 05:00:00,MX-06,L2,47,23,67.82,2.45,30.89,64.0,,0,0,0,none
2026-01-13 06:00:00,MX-07,L3,51,45,77.48,2.39,31.38,78.4,49.4,0,0,0,none
2026-01-13 07:00:00,MX-08,L4,58,15,80.63,4.05,34.44,78.0,66.3,0,0,0,none
2026-01-13 08:00:00,MX-09,L1,67,77,80.67,3.91,38.26,76.4,29.5,0,0,0,none
2026-01-13 09:00:00,MX-10,L2,72,44,71.46,2.75,28.2,78.0,60.4,0,0,0,none
2026-01-13 10:00:00,MX-11,L3,81,10,73.57,2.88,35.79,77.1,75.8,0,0,0,none
2026-01-13 11:00:00,MX-12,L4,89,2,66.79,3.89,31.39,73.5,64.0,1,0,0,none
2026-01-13 12:00:00,MX-01,L1,10,43,74.56,3.01,30.45,77.6,62.5,3,0,0,none
2026-01-13 13:00:00,MX-02,L2,18,39,66.46,2.24,32.18,64.8,61.2,0,0,0,none
2026-01-13 14:00:00,MX-03,L3,26,66,74.16,1.86,33.21,71.5,45.8,0,0,0,none
2026-01-13 15:00:00,MX-04,L4,30,74,78.33,4.24,26.48,70.7,30.1,2,1,1,bearing
2026-01-13 16:00:00,MX-05,L1,39,72,74.78,2.18,33.44,79.4,41.3,0,0,0,none
2026-01-13 17:00:00,MX-06,L2,47,68,72.97,4.37,38.6,70.8,40.7,2,0,0,none
2026-01-13 18:00:00,MX-07,L3,54,92,78.5,3.66,33.61,75.4,12.5,5,0,0,none
2026-01-13 19:00:00,MX-08,L4,61,87,74.89,3.84,29.73,69.0,20.1,2,0,0,none
2026-01-13 20:00:00,MX-09,L1,68,46,64.21,4.4,31.25,66.4,55.9,3,0,0,none
2026-01-13 21:00:00,MX-10,L2,72,10,68.62,3.18,30.57,76.7,61.4,1,0,0,none
2026-01-13 22:00:00,MX-11,L3,79,65,75.57,4.01,28.54,53.4,47.3,2,0,0,none
2026-01-13 23:00:00,MX-12,L4,88,16,80.38,5.07,34.91,79.4,68.0,3,0,0,none
2026-01-14 00:00:00,MX-01,L1,10,85,78.03,2.51,29.24,61.3,38.3,0,0,0,none
2026-01-14 01:00:00,MX-02,L2,18,83,80.38,4.45,27.59,48.0,30.0,2,0,0,none
2026-01-14 02:00:00,MX-03,L3,22,10,72.81,2.53,32.44,87.9,94.4,2,0,0,none
2026-01-14 03:00:00,MX-04,L4,29,60,79.96,2.55,26.86,56.9,48.3,1,0,0,none
2026-01-14 04:00:00,MX-05,L1,38,54,81.98,3.76,31.18,74.5,45.6,2,0,0,none
2026-01-14 05:00:00,MX-06,L2,44,64,81.17,3.33,37.29,102.2,29.5,0,0,0,none
2026-01-14 06:00:00,MX-07,L3,51,22,77.26,3.18,32.81,70.4,91.2,1,0,1,none
2026-01-14 07:00:00,MX-08,L4,58,17,74.24,1.83,39.6,75.2,70.3,0,0,0,none
2026-01-14 08:00:00,MX-09,L1,67,75,85.69,3.71,33.03,77.2,22.5,0,0,0,none
2026-01-14 09:00:00,MX-10,L2,73,86,84.76,4.8,28.06,63.8,10.3,5,0,0,none
2026-01-14 10:00:00,MX-11,L3,82,51,71.17,2.87,33.77,73.6,42.1,0,0,0,none
2026-01-14 11:00:00,MX-12,L4,86,5,92.79,5.36,30.24,77.9,,2,0,0,none
2026-01-14 12:00:00,MX-01,L1,12,7,72.51,2.18,30.02,66.9,84.9,4,0,0,none
2026-01-14 13:00:00,MX-02,L2,19,71,75.07,2.76,30.37,76.0,45.6,0,0,0,none
2026-01-14 14:00:00,MX-03,L3,23,46,74.67,2.41,31.47,72.2,43.4,0,0,0,none
2026-01-14 15:00:00,MX-04,L4,32,37,77.09,2.38,32.13,78.6,34.3,0,0,0,none
2026-01-14 16:00:00,MX-05,L1,37,54,77.88,4.55,29.34,67.1,64.5,2,0,0,none
2026-01-14 17:00:00,MX-06,L2,45,72,71.96,4.96,28.93,55.6,31.8,2,0,0,none
2026-01-14 18:00:00,MX-07,L3,50,66,85.9,5.29,30.4,78.9,67.0,3,1,1,lubrication
2026-01-14 19:00:00,MX-08,L4,59,62,79.95,3.39,29.42,63.9,45.1,0,0,0,none
2026-01-14 20:00:00,MX-09,L1,64,74,69.42,3.14,36.37,87.1,57.6,1,0,0,none
2026-01-14 21:00:00,MX-10,L2,73,64,73.36,4.37,33.63,68.5,51.7,3,0,0,none
2026-01-14 22:00:00,MX-11,L3,80,3,70.71,3.34,37.52,66.5,66.7,0,0,0,none
2026-01-14 23:00:00,MX-12,L4,88,25,74.65,3.97,31.47,63.6,56.5,0,0,0,none
2026-01-15 00:00:00,MX-01,L1,12,56,73.62,3.84,29.68,58.2,42.4,1,0,0,none
2026-01-15 01:00:00,MX-02,L2,15,86,76.04,3.71,32.15,73.5,42.4,1,0,0,none
2026-01-15 02:00:00,MX-03,L3,25,94,78.79,3.35,34.64,68.5,36.9,0,0,0,none
2026-01-15 03:00:00,MX-04,L4,30,90,73.25,3.43,29.0,58.8,23.1,1,0,0,none
2026-01-15 04:00:00,MX-05,L1,37,18,72.53,4.52,33.67,78.9,69.1,2,0,0,none
2026-01-15 05:00:00,MX-06,L2,43,16,87.3,3.21,36.14,73.1,69.3,0,0,0,none
2026-01-15 06:00:00,MX-07,L3,51,90,76.0,3.41,29.24,53.5,2,1,0,0,none
2026-01-15 07:00:00,MX-08,L4,58,33,68.3,4.21,28.56,65.1,51.1,5,0,0,none
2026-01-15 08:00:00,MX-09,L1,65,9,77.29,2.75,31.05,77.5,73.2,2,0,0,none
2026-01-15 09:00:00,MX-10,L2,75,92,87.58,4.94,37.23,77.0,7.2,3,0,0,none
2026-01-15 10:00:00,MX-11,L3,79,67,74.54,2.88,34.94,94.5,49.0,0,0,0,none
2026-01-15 11:00:00,MX-12,L4,87,34,78.21,3.71,33.95,91.4,56.8,5,0,0,none
2026-01-15 12:00:00,MX-01,L1,8,77,76.55,3.24,29.84,78.5,35.0,0,0,0,none
2026-01-15 13:00:00,MX-02,L2,19,71,75.34,2.72,29.41,77.0,19.6,0,0,0,none
2026-01-15 14:00:00,MX-03,L3,23,59,74.93,3.61,30.25,51.3,65.2,1,0,0,none
2026-01-15 15:00:00,MX-04,L4,32,5,80.9,3.28,38.37,105,87.5,2,0,0,none
2026-01-15 16:00:00,MX-05,L1,37,40,77.89,3.83,31.19,62.0,61.0,0,0,0,none
2026-01-15 17:00:00,MX-06,L2,47,52,81.94,3.93,27.84,61.0,48.6,0,0,0,none
2026-01-15 18:00:00,MX-07,L3,52,28,69.93,2.97,32.66,70.1,59.3,0,0,0,none
2026-01-15 19:00:00,MX-08,L4,57,17,56.36,2.47,25.85,56.4,42.9,1,0,0,none
2026-01-15 20:00:00,MX-09,L1,68,32,75.62,2.75,36.54,73.4,60.0,0,0,0,none
2026-01-15 21:00:00,MX-10,L2,71,93,80.1,3.56,33.89,85.2,27.0,0,0,0,none
2026-01-15 22:00:00,MX-11,L3,78,55,75.32,2.66,33.16,82.7,66.0,2,0,0,none
2026-01-15 23:00:00,MX-12,L4,86,21,68.43,3.0,30.93,72.3,56.5,0,0,0,none
2026-01-16 00:00:00,MX-01,L1,12,70,72.63,2.77,34.65,69.0,38.9,0,0,0,none
2026-01-16 01:00:00,MX-02,L2,16,65,85.2,4.46,33.09,77.5,44.8,3,0,0,none
2026-01-16 02:00:00,MX-03,L3,24,45,75.5,5.53,28.5,57.1,53.8,2,1,1,lubrication
2026-01-16 03:00:00,MX-04,L4,30,38,72.66,4.81,32.24,78.6,72.5,3,0,0,none
2026-01-16 04:00:00,MX-05,L1,39,90,78.83,3.77,30.63,62.7,48.3,0,0,0,none
2026-01-16 05:00:00,MX-06,L2,47,66,72.75,5.49,32.05,86.2,41.0,2,0,0,none
2026-01-16 06:00:00,MX-07,L3,50,30,69.39,3.17,35.63,86.8,75.6,2,0,0,none
2026-01-16 07:00:00,MX-08,L4,57,16,69.11,2.47,32.31,73.0,70.8,0,0,0,none
2026-01-16 08:00:00,MX-09,L1,65,43,68.05,3.4,36.3,81.8,37.8,0,0,0,none
2026-01-16 09:00:00,MX-10,L2,75,80,74.12,4.33,28.22,67.9,22.4,2,0,1,none
2026-01-16 10:00:00,MX-11,L3,78,47,77.49,3.84,33.67,69.2,45.0,0,0,0,none
2026-01-16 11:00:00,MX-12,L4,87,39,79.37,2.81,34.22,80.4,42.8,0,0,0,none
2026-01-16 12:00:00,MX-01,L1,9,48,74.01,2.61,31.07,61.9,37.1,3,0,0,none
2026-01-16 13:00:00,MX-02,L2,18,42,71.53,2.99,27.87,49.5,78.2,0,0,0,none
2026-01-16 14:00:00,MX-03,L3,23,21,75.97,2.94,34.69,77.7,71.6,1,0,0,none
2026-01-16 15:00:00,MX-04,L4,31,93,69.54,2.04,32.11,53.1,31.7,1,0,0,none
2026-01-16 16:00:00,MX-05,L1,40,68,80.56,3.2,35.42,99.3,41.2,0,0,0,none
2026-01-16 17:00:00,MX-06,L2,43,30,77.37,2.43,32.63,74.8,56.3,1,0,0,none
2026-01-16 18:00:00,MX-07,L3,53,39,76.92,2.69,34.51,82.2,49.6,1,0,0,none
2026-01-16 19:00:00,MX-08,L4,58,47,73.18,2.24,31.05,52.3,47.2,0,0,0,none
2026-01-16 20:00:00,MX-09,L1,68,79,77.06,3.01,30.66,83.0,48.2,0,0,0,none
2026-01-16 21:00:00,MX-10,L2,71,69,86.16,4.1,33.97,83.6,33.1,2,0,0,none
2026-01-16 22:00:00,MX-11,L3,79,86,80.87,4.87,25.79,51.9,33.2,3,0,0,none
2026-01-16 23:00:00,MX-12,L4,89,30,81.3,3.9,30.17,58.7,74.1,1,0,0,none
2026-01-17 00:00:00,MX-01,L1,8,44,78.22,2.44,27.96,62.2,63.9,0,0,0,none
2026-01-17 01:00:00,MX-02,L2,15,58,70.08,3.19,29.9,62.8,53.3,1,0,0,none
2026-01-17 02:00:00,MX-03,L3,24,50,78.15,3.94,32.68,81.1,47.6,0,0,0,none
2026-01-17 03:00:00,MX-04,L4,33,26,81.18,4.27,31.72,80.4,49.9,2,0,0,none
2026-01-17 04:00:00,MX-05,L1,37,50,82.68,3.5,33.02,91.9,64.7,0,0,0,none
2026-01-17 05:00:00,MX-06,L2,47,90,79.2,3.91,32.55,56.5,34.4,0,0,0,none
2026-01-17 06:00:00,MX-07,L3,52,65,69.89,3.58,38.07,70.8,52.9,1,0,0,none
2026-01-17 07:00:00,MX-08,L4,59,92,70.11,2.55,33.66,64.1,40.2,1,0,0,none
2026-01-17 08:00:00,MX-09,L1,64,79,78.57,3.81,27.41,55.5,29.7,0,0,0,none
2026-01-17 09:00:00,MX-10,L2,71,40,76.81,3.62,34.38,89.8,68.9,5,0,1,none
2026-01-17 10:00:00,MX-11,L3,80,84,73.94,3.83,33.58,74.8,23.7,3,1,1,overheat
2026-01-17 11:00:00,MX-12,L4,89,61,79.62,4.84,29.55,68.2,25.6,2,0,0,none
2026-01-17 12:00:00,MX-01,L1,12,33,72.76,1.79,35.52,93.3,39.9,0,0,0,none
2026-01-17 13:00:00,MX-02,L2,19,26,78.22,2.64,36.95,97.9,62.0,1,0,0,none
2026-01-17 14:00:00,MX-03,L3,22,88,76.16,2.58,33.95,78.3,26.6,1,0,0,none
2026-01-17 15:00:00,MX-04,L4,31,55,77.53,3.02,30.93,73.0,22.2,1,0,0,none
2026-01-17 16:00:00,MX-05,L1,37,24,73.21,2.24,33.38,84.5,,1,0,0,none
2026-01-17 17:00:00,MX-06,L2,47,61,73.47,4.17,30.14,78.3,57.3,3,0,0,none
2026-01-17 18:00:00,MX-07,L3,53,61,72.42,2.74,37.21,85.7,46.5,3,0,0,none
2026-01-17 19:00:00,MX-08,L4,59,93,74.26,3.22,31.2,66.2,7.1,3,0,0,none
2026-01-17 20:00:00,MX-09,L1,67,69,77.29,2.29,33.73,57.2,47.7,0,0,0,none
2026-01-17 21:00:00,MX-10,L2,73,16,80.7,4.55,32.29,67.6,67.4,2,0,0,none
2026-01-17 22:00:00,MX-11,L3,80,1,79.9,3.58,34.07,74.0,89.3,0,0,0,none
2026-01-17 23:00:00,MX-12,L4,89,69,77.32,5.26,24.13,44.3,34.7,2,0,0,none
2026-01-18 00:00:00,MX-01,L1,8,6,66.87,3.95,30.26,51.4,78.3,0,0,0,none
2026-01-18 01:00:00,MX-02,L2,15,14,73.15,2.08,27.49,39.4,45.2,0,0,0,none
2026-01-18 02:00:00,MX-03,L3,24,33,77.47,3.24,30.92,59.7,42.4,0,0,0,none
2026-01-18 03:00:00,MX-04,L4,30,50,78.86,2.38,34.92,74.8,36.4,0,0,0,none
2026-01-18 04:00:00,MX-05,L1,38,3,71.24,2.44,27.81,77.2,86.6,4,0,0,none
2026-01-18 05:00:00,MX-06,L2,43,34,74.63,1.76,33.78,75.7,63.5,0,0,0,none
2026-01-18 06:00:00,MX-07,L3,53,7,67.95,3.09,33.41,72.7,77.9,3,0,0,none
2026-01-18 07:00:00,MX-08,L4,61,93,74.09,3.61,30.69,52.4,33.9,0,0,0,none
2026-01-18 08:00:00,MX-09,L1,65,48,78.05,3.52,30.35,105,52.1,0,0,0,none
2026-01-18 09:00:00,MX-10,L2,72,91,84.22,4.52,33.13,77.2,9.1,3,0,0,none
2026-01-18 10:00:00,MX-11,L3,81,19,76.94,3.97,31.43,87.3,72.8,0,0,1,none
2026-01-18 11:00:00,MX-12,L4,88,64,76.04,3.51,29.02,48.3,36.9,1,1,1,overheat
2026-01-18 12:00:00,MX-01,L1,8,38,77.28,3.08,32.44,92.4,61.4,1,0,0,none
2026-01-18 13:00:00,MX-02,L2,16,60,81.41,3.39,36.9,73.3,35.1,0,0,0,none
2026-01-18 14:00:00,MX-03,L3,25,41,68.48,2.54,35.22,71.8,49.7,1,0,0,none
2026-01-18 15:00:00,MX-04,L4,29,29,81.11,2.33,31.29,66.5,46.8,5,0,0,none
2026-01-18 16:00:00,MX-05,L1,37,47,66.43,2.41,28.96,74.0,55.4,0,0,1,none
2026-01-18 17:00:00,MX-06,L2,44,92,80.58,3.86,39.42,101.3,19.9,1,0,0,none
2026-01-18 18:00:00,MX-07,L3,51,9,80.93,3.09,34.28,75.1,82.0,0,0,0,none
2026-01-18 19:00:00,MX-08,L4,61,18,76.5,2.45,25.27,67.3,55.9,1,0,0,none
2026-01-18 20:00:00,MX-09,L1,68,40,76.93,3.85,32.66,86.1,48.1,1,0,0,none
2026-01-18 21:00:00,MX-10,L2,75,23,69.73,3.65,30.19,81.8,64.3,2,0,0,none
2026-01-18 22:00:00,MX-11,L3,82,88,78.49,4.46,32.17,82.7,30.0,2,0,0,none
2026-01-18 23:00:00,MX-12,L4,89,49,75.05,3.57,27.01,72.2,62.8,2,0,0,none
2026-01-19 00:00:00,MX-01,L1,10,44,78.25,2.85,37.91,98.2,53.0,5,0,0,none
2026-01-19 01:00:00,MX-02,L2,19,33,78.73,2.48,32.18,60.1,70.2,0,0,0,none
2026-01-19 02:00:00,MX-03,L3,24,13,78.72,3.99,30.63,54.1,71.5,1,0,0,none
2026-01-19 03:00:00,MX-04,L4,32,3,74.25,2.93,25.14,80.9,100,0,0,0,none
2026-01-19 04:00:00,MX-05,L1,39,9,72.55,3.42,31.79,78.5,84.3,0,0,0,none
2026-01-19 05:00:00,MX-06,L2,44,77,73.62,3.99,33.18,75.1,36.6,0,0,0,none
2026-01-19 06:00:00,MX-07,L3,50,20,76.41,4.64,28.41,84.7,54.1,3,0,0,none
2026-01-19 07:00:00,MX-08,L4,60,80,73.38,2.83,33.69,79.9,30.7,0,0,0,none
2026-01-19 08:00:00,MX-09,L1,64,30,81.79,3.37,31.77,84.4,74.7,2,1,1,bearing
2026-01-19 09:00:00,MX-10,L2,71,22,74.67,1.79,33.07,94.4,63.3,0,0,0,none
2026-01-19 10:00:00,MX-11,L3,78,54,80.75,3.77,34.95,71.1,41.1,3,0,0,none
2026-01-19 11:00:00,MX-12,L4,87,34,73.67,3.73,37.57,78.4,70.4,0,0,0,none
2026-01-19 12:00:00,MX-01,L1,11,77,70.12,2.62,30.73,53.1,33.9,1,0,0,none
2026-01-19 13:00:00,MX-02,L2,15,81,69.17,2.22,30.51,39.0,24.2,3,0,0,none
2026-01-19 14:00:00,MX-03,L3,22,58,69.89,2.27,33.06,64.2,58.2,0,0,0,none
2026-01-19 15:00:00,MX-04,L4,32,93,80.14,3.62,36.26,69.3,11.7,1,1,0,overheat
2026-01-19 16:00:00,MX-05,L1,40,9,70.49,2.33,35.4,69.1,90.3,1,0,0,none
2026-01-19 17:00:00,MX-06,L2,47,56,71.69,3.05,31.94,67.7,25.9,1,0,0,none
2026-01-19 18:00:00,MX-07,L3,50,65,79.91,3.2,29.77,74.3,46.8,0,0,0,none
2026-01-19 19:00:00,MX-08,L4,61,34,69.36,3.87,24.95,42.1,46.8,2,0,0,none
2026-01-19 20:00:00,MX-09,L1,64,70,75.46,3.07,32.66,74.0,53.0,0,0,0,none
2026-01-19 21:00:00,MX-10,L2,71,13,76.94,3.62,27.91,73.0,78.2,3,0,0,none
2026-01-19 22:00:00,MX-11,L3,82,8,83.35,3.15,32.21,76.4,58.5,0,0,0,none
2026-01-19 23:00:00,MX-12,L4,85,85,72.89,3.78,32.24,77.5,40.1,0,0,0,none
2026-01-20 00:00:00,MX-01,L1,12,71,75.53,3.28,25.2,60.2,65.3,3,0,1,none
2026-01-20 01:00:00,MX-02,L2,15,71,73.96,2.35,36.16,86.2,54.5,0,0,0,none
2026-01-20 02:00:00,MX-03,L3,24,13,70.34,2.5,31.58,60.1,77.6,1,0,0,none
2026-01-20 03:00:00,MX-04,L4,32,7,71.31,1.58,33.91,69.3,52.5,1,0,0,none
2026-01-20 04:00:00,MX-05,L1,39,72,77.47,3.42,34.3,81.4,54.0,3,0,0,none
2026-01-20 05:00:00,MX-06,L2,47,22,82.83,3.59,35.44,87.5,80.4,2,0,0,none
2026-01-20 06:00:00,MX-07,L3,54,63,74.32,4.23,29.02,56.6,44.6,2,0,1,none
2026-01-20 07:00:00,MX-08,L4,57,90,66.47,3.4,30.36,53.3,14.1,0,0,0,none
2026-01-20 08:00:00,MX-09,L1,67,16,66.69,3.29,27.75,62.4,75.0,1,0,0,none
2026-01-20 09:00:00,MX-10,L2,72,80,77.35,5.31,38.39,80.6,25.3,3,0,0,none
2026-01-20 10:00:00,MX-11,L3,81,91,76.65,4.17,33.78,72.3,16.7,3,0,0,none
2026-01-20 11:00:00,MX-12,L4,86,50,72.96,3.33,34.89,78.3,48.8,0,0,0,none
2026-01-20 12:00:00,MX-01,L1,10,78,76.43,2.24,35.31,72.9,62.6,0,0,0,none
2026-01-20 13:00:00,MX-02,L2,19,33,70.59,1.93,32.19,59.9,61.9,2,0,0,none
2026-01-20 14:00:00,MX-03,L3,23,61,79.17,2.97,37.67,104.6,41.5,5,0,0,none
2026-01-20 15:00:00,MX-04,L4,31,30,75.91,3.13,33.66,74.0,65.8,0,0,0,none
2026-01-20 16:00:00,MX-05,L1,36,74,72.02,3.0,37.8,83.0,37.9,0,0,0,none
2026-01-20 17:00:00,MX-06,L2,46,5,80.56,4.01,33.84,90.3,69.5,0,0,0,none
2026-01-20 18:00:00,MX-07,L3,54,61,83.81,3.74,38.26,90.3,61.8,1,0,0,none
2026-01-20 19:00:00,MX-08,L4,61,32,79.84,3.12,28.75,71.3,64.2,1,0,0,none
2026-01-20 20:00:00,MX-09,L1,68,80,78.57,3.35,33.57,96.4,40.5,1,0,0,none
2026-01-20 21:00:00,MX-10,L2,73,32,87.43,4.39,34.66,91.2,73.9,2,0,0,none
2026-01-20 22:00:00,MX-11,L3,82,78,74.68,2.22,36.87,81.9,40.8,0,0,0,none
2026-01-20 23:00:00,MX-12,L4,87,91,79.54,3.7,32.24,70.5,31.1,1,0,0,none
2026-01-21 00:00:00,MX-01,L1,9,27,74.06,3.39,36.6,104.9,72.9,0,0,0,none
2026-01-21 01:00:00,MX-02,L2,16,60,72.99,3.19,30.16,45.4,51.3,0,0,0,none
2026-01-21 02:00:00,MX-03,L3,24,77,60.38,3.92,28.76,72.9,57.4,0,0,0,none
2026-01-21 03:00:00,MX-04,L4,33,4,77.87,2.55,37.2,90.2,70.0,1,0,0,none
2026-01-21 04:00:00,MX-05,L1,36,73,75.67,2.6,31.52,77.0,39.4,0,0,0,none
2026-01-21 05:00:00,MX-06,L2,45,59,83.34,3.41,29.71,73.2,29.8,5,0,0,none
2026-01-21 06:00:00,MX-07,L3,51,82,64.32,2.68,29.73,56.5,36.9,1,0,0,none
2026-01-21 07:00:00,MX-08,L4,57,43,81.12,3.49,33.13,78.0,63.3,0,0,0,none
2026-01-21 08:00:00,MX-09,L1,68,91,74.42,3.35,30.07,69.7,20.0,0,0,0,none
2026-01-21 09:00:00,MX-10,L2,75,7,75.64,3.1,34.05,55.5,86.9,0,0,0,none
2026-01-21 10:00:00,MX-11,L3,81,75,80.34,4.23,29.74,72.8,30.9,3,0,0,none
2026-01-21 11:00:00,MX-12,L4,89,38,82.55,4.49,34.34,76.1,56.9,5,0,0,none
2026-01-21 12:00:00,MX-01,L1,8,31,72.01,3.51,36.35,61.5,73.8,0,0,0,none
2026-01-21 13:00:00,MX-02,L2,16,28,74.26,2.84,34.77,69.1,53.3,1,0,0,none
2026-01-21 14:00:00,MX-03,L3,22,51,74.4,3.1,26.24,78.4,32.2,4,0,0,none
2026-01-21 15:00:00,MX-04,L4,29,33,69.25,3.2,33.69,73.9,72.6,0,0,0,none
2026-01-21 16:00:00,MX-05,L1,37,65,76.07,2.75,34.87,88.5,41.7,0,0,0,none
2026-01-21 17:00:00,MX-06,L2,45,11,71.61,2.15,30.67,76.0,78.6,0,0,0,none
2026-01-21 18:00:00,MX-07,L3,54,56,77.22,3.1,31.89,79.5,57.7,0,0,0,none
2026-01-21 19:00:00,MX-08,L4,57,53,74.58,2.49,36.06,91.0,42.2,1,0,0,none
2026-01-21 20:00:00,MX-09,L1,65,41,74.26,2.37,34.54,80.1,,1,0,0,none
2026-01-21 21:00:00,MX-10,L2,74,74,68.91,999,32.22,72.5,42.4,0,0,0,none
2026-01-21 22:00:00,MX-11,L3,81,16,84.4,2.55,30.16,77.3,76.2,0,0,0,none
2026-01-21 23:00:00,MX-12,L4,87,45,75.81,5.31,28.08,74.1,45.1,2,0,0,none
2026-01-22 00:00:00,MX-01,L1,11,80,73.64,2.54,30.67,63.7,40.4,0,0,0,none
2026-01-22 01:00:00,MX-02,L2,15,22,71.36,1.95,29.75,74.0,72.4,1,0,0,none
2026-01-22 02:00:00,MX-03,L3,25,80,72.49,3.5,32.62,72.1,29.7,0,0,0,none
2026-01-22 03:00:00,MX-04,L4,30,3,74.55,3.52,32.19,74.9,84.4,3,1,1,belt
2026-01-22 04:00:00,MX-05,L1,37,90,85.12,3.48,30.02,84.9,37.5,2,1,1,overheat
2026-01-22 05:00:00,MX-06,L2,45,6,75.55,3.0,31.26,68.3,86.1,3,0,0,none
2026-01-22 06:00:00,MX-07,L3,54,34,73.17,3.86,31.06,56.9,63.9,0,0,0,none
2026-01-22 07:00:00,MX-08,L4,61,33,79.6,3.97,32.8,75.1,70.7,0,0,0,none
2026-01-22 08:00:00,MX-09,L1,66,62,78.24,3.39,32.03,78.2,33.7,1,0,0,none
2026-01-22 09:00:00,MX-10,L2,74,39,81.36,3.64,31.64,86.8,57.8,1,0,0,none
2026-01-22 10:00:00,MX-11,L3,78,1,68.88,3.11,34.13,72.7,79.8,4,0,0,none
2026-01-22 11:00:00,MX-12,L4,87,39,73.07,3.86,34.0,81.6,63.1,0,0,0,none
2026-01-22 12:00:00,MX-01,L1,12,79,74.2,2.71,27.88,85.1,39.9,0,0,0,none
2026-01-22 13:00:00,MX-02,L2,19,70,76.54,3.83,28.99,77.2,38.9,1,0,0,none
2026-01-22 14:00:00,MX-03,L3,25,42,70.33,2.43,26.63,51.6,42.5,1,0,0,none
2026-01-22 15:00:00,MX-04,L4,33,17,79.92,2.93,33.75,89.2,65.3,1,0,0,none
2026-01-22 16:00:00,MX-05,L1,36,66,71.91,3.2,30.63,89.0,40.5,1,0,0,none
2026-01-22 17:00:00,MX-06,L2,44,15,74.09,3.08,39.89,87.6,74.9,0,0,0,none
